songName,albumName,artistName,trackNumber,isExplicit,durationMS,discNumber
Boyfriend,Believe (Deluxe Edition),Justin-Beiber,2,false,171333,1
As Long As You Love Me,Believe (Deluxe Edition),Justin-Beiber,3,false,229466,1
Catching Feelings,Believe (Deluxe Edition),Justin-Beiber,4,false,234680,1
Take You,Believe (Deluxe Edition),Justin-Beiber,5,false,220893,1
Right Here,Believe (Deluxe Edition),Justin-Beiber,6,false,204186,1
Fall,Believe (Deluxe Edition),Justin-Beiber,7,false,248386,1
Die In Your Arms,Believe (Deluxe Edition),Justin-Beiber,8,false,237293,1
Thought Of You,Believe (Deluxe Edition),Justin-Beiber,9,false,230106,1
Beauty And A Beat,Believe (Deluxe Edition),Justin-Beiber,10,false,227986,1
One Love,Believe (Deluxe Edition),Justin-Beiber,11,false,234493,1
Be Alright,Believe (Deluxe Edition),Justin-Beiber,12,false,189653,1
Believe,Believe (Deluxe Edition),Justin-Beiber,13,false,222560,1
Out Of Town Girl,Believe (Deluxe Edition),Justin-Beiber,14,false,213560,1
She Don't Like The Lights,Believe (Deluxe Edition),Justin-Beiber,15,false,239866,1
Maria,Believe (Deluxe Edition),Justin-Beiber,16,false,248293,1
Fairytale,Believe (Deluxe Edition),Justin-Beiber,17,false,193186,1
All Around The World,Believe,Justin-Beiber,1,false,244546,1
Boyfriend,Believe,Justin-Beiber,2,false,171333,1
As Long As You Love Me,Believe,Justin-Beiber,3,false,229466,1
Catching Feelings,Believe,Justin-Beiber,4,false,234680,1
Take You,Believe,Justin-Beiber,5,false,220893,1
Right Here,Believe,Justin-Beiber,6,false,204186,1
Fall,Believe,Justin-Beiber,7,false,248386,1
Die In Your Arms,Believe,Justin-Beiber,8,false,237293,1
Thought Of You,Believe,Justin-Beiber,9,false,230106,1
Beauty And A Beat,Believe,Justin-Beiber,10,false,227986,1
One Love,Believe,Justin-Beiber,11,false,234493,1
Be Alright,Believe,Justin-Beiber,12,false,189653,1
Believe,Believe,Justin-Beiber,13,false,222213,1
All Around The World,Believe (Deluxe Edition),Justin-Beiber,1,false,244546,1
Boyfriend,Believe (Deluxe Edition),Justin-Beiber,2,false,171333,1
As Long As You Love Me,Believe (Deluxe Edition),Justin-Beiber,3,false,229466,1
Catching Feelings,Believe (Deluxe Edition),Justin-Beiber,4,false,234680,1
Take You,Believe (Deluxe Edition),Justin-Beiber,5,false,220893,1
Right Here,Believe (Deluxe Edition),Justin-Beiber,6,false,204186,1
Fall,Believe (Deluxe Edition),Justin-Beiber,7,false,248386,1
Die In Your Arms,Believe (Deluxe Edition),Justin-Beiber,8,false,237293,1
Thought Of You,Believe (Deluxe Edition),Justin-Beiber,9,false,230106,1
Beauty And A Beat,Believe (Deluxe Edition),Justin-Beiber,10,false,227986,1
One Love,Believe (Deluxe Edition),Justin-Beiber,11,false,234493,1
Be Alright,Believe (Deluxe Edition),Justin-Beiber,12,false,189653,1
Believe,Believe (Deluxe Edition),Justin-Beiber,13,false,222560,1
Out Of Town Girl,Believe (Deluxe Edition),Justin-Beiber,14,false,213560,1
She Don't Like The Lights,Believe (Deluxe Edition),Justin-Beiber,15,false,239866,1
Maria,Believe (Deluxe Edition),Justin-Beiber,16,false,248280,1
Never Say Never,Never Say Never - The Remixes,Justin-Beiber,1,false,227853,1
That Should Be Me,Never Say Never - The Remixes,Justin-Beiber,2,false,230786,1
Somebody To Love Remix,Never Say Never - The Remixes,Justin-Beiber,3,false,220160,1
Up,Never Say Never - The Remixes,Justin-Beiber,4,false,235626,1
Overboard (Live),Never Say Never - The Remixes,Justin-Beiber,5,false,307880,1
Runaway Love - Kanye West Remix,Never Say Never - The Remixes,Justin-Beiber,6,false,287333,1
Born To Be Somebody,Never Say Never - The Remixes,Justin-Beiber,7,false,181026,1
Never Say Never,Never Say Never - The Remixes,Justin-Beiber,1,false,227853,1
That Should Be Me,Never Say Never - The Remixes,Justin-Beiber,2,false,230786,1
Somebody To Love Remix,Never Say Never - The Remixes,Justin-Beiber,3,false,220160,1
Up,Never Say Never - The Remixes,Justin-Beiber,4,false,235626,1
Overboard (Live),Never Say Never - The Remixes,Justin-Beiber,5,false,307880,1
Runaway Love - Kanye West Remix,Never Say Never - The Remixes,Justin-Beiber,6,false,287333,1
Born To Be Somebody,Never Say Never - The Remixes,Justin-Beiber,7,false,181026,1
Only Thing I Ever Get For Christmas,Under The Mistletoe,Justin-Beiber,1,false,192160,1
Mistletoe,Under The Mistletoe,Justin-Beiber,2,false,182946,1
The Christmas Song (Chestnuts Roasting On An Open Fire),Under The Mistletoe,Justin-Beiber,3,false,215160,1
Santa Claus Is Coming To Town,Under The Mistletoe,Justin-Beiber,4,false,216746,1
Fa La La,Under The Mistletoe,Justin-Beiber,5,false,185560,1
All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,Under The Mistletoe,Justin-Beiber,6,false,240333,1
Drummer Boy,Under The Mistletoe,Justin-Beiber,7,false,225333,1
Christmas Eve,Under The Mistletoe,Justin-Beiber,8,false,223613,1
All I Want Is You,Under The Mistletoe,Justin-Beiber,9,false,216386,1
Home This Christmas,Under The Mistletoe,Justin-Beiber,10,false,204400,1
Silent Night,Under The Mistletoe,Justin-Beiber,11,false,169426,1
Actin' Up,Palomino,Miranda-Lambert,1,false,205400,1
Scenes,Palomino,Miranda-Lambert,2,false,174186,1
In His Arms,Palomino,Miranda-Lambert,3,false,159546,1
Geraldene,Palomino,Miranda-Lambert,4,false,181693,1
Tourist,Palomino,Miranda-Lambert,5,false,215040,1
Music City Queen (feat. The B-52's),Palomino,Miranda-Lambert,6,false,199893,1
Strange,Palomino,Miranda-Lambert,7,false,211226,1
Wandering Spirit,Palomino,Miranda-Lambert,8,false,216173,1
I'll Be Lovin' You,Palomino,Miranda-Lambert,9,false,189173,1
That's What Makes the Jukebox Play,Palomino,Miranda-Lambert,10,false,249720,1
Country Money,Palomino,Miranda-Lambert,11,false,199920,1
If I Was a Cowboy,Palomino,Miranda-Lambert,12,false,194760,1
Waxahachie,Palomino,Miranda-Lambert,13,false,209773,1
Pursuit of Happiness,Palomino,Miranda-Lambert,14,false,168546,1
Carousel,Palomino,Miranda-Lambert,15,false,259600,1
In His Arms,The Marfa Tapes,Miranda-Lambert,1,false,150186,1
I Don't Like It,The Marfa Tapes,Miranda-Lambert,2,false,198760,1
The Wind's Just Gonna Blow,The Marfa Tapes,Miranda-Lambert,3,false,152466,1
Am I Right or Amarillo,The Marfa Tapes,Miranda-Lambert,4,false,211493,1
Waxahachie,The Marfa Tapes,Miranda-Lambert,5,false,197493,1
Homegrown Tomatoes,The Marfa Tapes,Miranda-Lambert,6,true,173560,1
Breaking a Heart,The Marfa Tapes,Miranda-Lambert,7,false,139693,1
Ghost,The Marfa Tapes,Miranda-Lambert,8,false,180893,1
Geraldene,The Marfa Tapes,Miranda-Lambert,9,false,188960,1
We'll Always Have the Blues,The Marfa Tapes,Miranda-Lambert,10,false,237560,1
Tin Man,The Marfa Tapes,Miranda-Lambert,11,false,265573,1
Two-Step Down to Texas,The Marfa Tapes,Miranda-Lambert,12,false,151240,1
Anchor,The Marfa Tapes,Miranda-Lambert,13,false,201400,1
Tequila Does,The Marfa Tapes,Miranda-Lambert,14,false,240240,1
Amazing Grace - West Texas,The Marfa Tapes,Miranda-Lambert,15,false,190586,1
White Trash,Wildcard,Miranda-Lambert,1,false,190480,1
Mess with My Head,Wildcard,Miranda-Lambert,2,false,153000,1
It All Comes Out in the Wash,Wildcard,Miranda-Lambert,3,false,214786,1
Settling Down,Wildcard,Miranda-Lambert,4,false,197453,1
Holy Water,Wildcard,Miranda-Lambert,5,false,194813,1
Way Too Pretty for Prison (with Maren Morris),Wildcard,Miranda-Lambert,6,false,194080,1
Locomotive,Wildcard,Miranda-Lambert,7,false,193560,1
Bluebird,Wildcard,Miranda-Lambert,8,false,209760,1
How Dare You Love,Wildcard,Miranda-Lambert,9,false,217586,1
Fire Escape,Wildcard,Miranda-Lambert,10,false,229066,1
Pretty Bitchin',Wildcard,Miranda-Lambert,11,false,211853,1
Tequila Does,Wildcard,Miranda-Lambert,12,false,241786,1
Track Record,Wildcard,Miranda-Lambert,13,false,199466,1
Dark Bars,Wildcard,Miranda-Lambert,14,false,288866,1
Interstate Prelude,Interstate Gospel,Miranda-Lambert,1,false,66973,1
Stop Drop and Roll One,Interstate Gospel,Miranda-Lambert,2,false,182093,1
Best Years of My Life,Interstate Gospel,Miranda-Lambert,3,false,222733,1
5 Acres of Turnips,Interstate Gospel,Miranda-Lambert,4,false,175400,1
When I Was His Wife,Interstate Gospel,Miranda-Lambert,5,false,209600,1
Cheyenne,Interstate Gospel,Miranda-Lambert,6,false,256333,1
Got My Name Changed Back,Interstate Gospel,Miranda-Lambert,7,false,174253,1
Sugar Daddy,Interstate Gospel,Miranda-Lambert,8,false,218146,1
Leavers Lullaby,Interstate Gospel,Miranda-Lambert,9,false,241826,1
Milkman,Interstate Gospel,Miranda-Lambert,10,false,202426,1
Commissary,Interstate Gospel,Miranda-Lambert,11,false,215933,1
Masterpiece,Interstate Gospel,Miranda-Lambert,12,false,278426,1
Interstate Gospel,Interstate Gospel,Miranda-Lambert,13,false,181293,1
This Too Shall Pass,Interstate Gospel,Miranda-Lambert,14,false,182626,1
Runnin' Just in Case,The Weight of These Wings,Miranda-Lambert,1,false,273480,1
Highway Vagabond,The Weight of These Wings,Miranda-Lambert,2,false,233266,1
Ugly Lights,The Weight of These Wings,Miranda-Lambert,3,false,181480,1
You Wouldn't Know Me,The Weight of These Wings,Miranda-Lambert,4,false,199813,1
We Should Be Friends,The Weight of These Wings,Miranda-Lambert,5,false,170746,1
Pink Sunglasses,The Weight of These Wings,Miranda-Lambert,6,false,246360,1
Getaway Driver,The Weight of These Wings,Miranda-Lambert,7,false,233853,1
Vice,The Weight of These Wings,Miranda-Lambert,8,false,240280,1
Smoking Jacket,The Weight of These Wings,Miranda-Lambert,9,false,294573,1
Pushin' Time,The Weight of These Wings,Miranda-Lambert,10,false,213586,1
Covered Wagon,The Weight of These Wings,Miranda-Lambert,11,false,248626,1
Use My Heart,The Weight of These Wings,Miranda-Lambert,12,false,230253,1
Tin Man,The Weight of These Wings,Miranda-Lambert,1,false,259279,2
Good Ol' Days,The Weight of These Wings,Miranda-Lambert,2,false,198653,2
Things That Break,The Weight of These Wings,Miranda-Lambert,3,false,227666,2
For the Birds,The Weight of These Wings,Miranda-Lambert,4,false,226946,2
Well-Rested,The Weight of These Wings,Miranda-Lambert,5,false,279946,2
Tomboy,The Weight of These Wings,Miranda-Lambert,6,false,241120,2
To Learn Her,The Weight of These Wings,Miranda-Lambert,7,false,227893,2
Keeper of the Flame,The Weight of These Wings,Miranda-Lambert,8,false,239733,2
Girls,Platinum,Miranda-Lambert,1,false,215066,1
Platinum,Platinum,Miranda-Lambert,2,false,191013,1
Little Red Wagon,Platinum,Miranda-Lambert,3,false,204386,1
Smokin' and Drinkin' (feat. Little Big Town),Platinum,Miranda-Lambert,4,false,330693,1
Priscilla,Platinum,Miranda-Lambert,5,false,206853,1
Automatic,Platinum,Miranda-Lambert,6,false,247826,1
Bathroom Sink,Platinum,Miranda-Lambert,7,false,245906,1
Old Sh!t,Platinum,Miranda-Lambert,8,false,165200,1
All That's Left (feat. The Time Jumpers),Platinum,Miranda-Lambert,9,false,191933,1
Gravity Is a B**ch,Platinum,Miranda-Lambert,10,false,188026,1
Babies Makin' Babies,Platinum,Miranda-Lambert,11,false,176213,1
Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],Platinum,Miranda-Lambert,12,false,169586,1
Holding On to You,Platinum,Miranda-Lambert,13,false,272640,1
Two Rings Shy,Platinum,Miranda-Lambert,14,false,198173,1
Hard Staying Sober,Platinum,Miranda-Lambert,15,false,268800,1
Another Sunday in the South,Platinum,Miranda-Lambert,16,false,230853,1
I Feel A Sin Comin' On,Annie Up,Miranda-Lambert,1,false,198640,1
Hush Hush,Annie Up,Miranda-Lambert,2,false,203493,1
Being Pretty Ain't Pretty,Annie Up,Miranda-Lambert,3,false,213800,1
Unhappily Married,Annie Up,Miranda-Lambert,4,false,187573,1
Loved By A Workin' Man,Annie Up,Miranda-Lambert,5,false,228960,1
Blues You're A Buzzkill,Annie Up,Miranda-Lambert,6,false,291346,1
Don't Talk About Him Tina,Annie Up,Miranda-Lambert,7,false,211333,1
Trading One Heartbreak For Another,Annie Up,Miranda-Lambert,8,false,238080,1
Dear Sobriety,Annie Up,Miranda-Lambert,9,false,249706,1
Damn Thing,Annie Up,Miranda-Lambert,10,false,147466,1
Girls Like Us,Annie Up,Miranda-Lambert,11,false,231933,1
I Hope You're The End Of My Story,Annie Up,Miranda-Lambert,12,false,152920,1
All Kinds of Kinds,Four The Record,Miranda-Lambert,1,false,266946,1
Fine Tune,Four The Record,Miranda-Lambert,2,false,279840,1
Fastest Girl in Town,Four The Record,Miranda-Lambert,3,false,197600,1
Safe,Four The Record,Miranda-Lambert,4,false,286946,1
Mama's Broken Heart,Four The Record,Miranda-Lambert,5,false,177773,1
Dear Diamond,Four The Record,Miranda-Lambert,6,false,229773,1
Same Old You,Four The Record,Miranda-Lambert,7,false,185840,1
Baggage Claim,Four The Record,Miranda-Lambert,8,false,197546,1
Easy Living,Four The Record,Miranda-Lambert,9,false,165586,1
Over You,Four The Record,Miranda-Lambert,10,false,253373,1
Look at Miss Ohio,Four The Record,Miranda-Lambert,11,false,258093,1
Better In the Long Run,Four The Record,Miranda-Lambert,12,false,214653,1
Nobody's Fool,Four The Record,Miranda-Lambert,13,false,223666,1
Oklahoma Sky,Four The Record,Miranda-Lambert,14,false,287213,1
Hell on Heels,Hell On Heels,Miranda-Lambert,1,false,194386,1
Lemon Drop,Hell On Heels,Miranda-Lambert,2,false,162693,1
Beige,Hell On Heels,Miranda-Lambert,3,false,203613,1
Bad Example,Hell On Heels,Miranda-Lambert,4,false,172160,1
Housewife's Prayer,Hell On Heels,Miranda-Lambert,5,false,168560,1
Takin' Pills,Hell On Heels,Miranda-Lambert,6,false,196733,1
Boys from the South,Hell On Heels,Miranda-Lambert,7,false,219386,1
The Hunter's Wife,Hell On Heels,Miranda-Lambert,8,false,154506,1
Trailer for Rent,Hell On Heels,Miranda-Lambert,9,false,181440,1
Family Feud,Hell On Heels,Miranda-Lambert,10,false,155960,1
White Liar,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,1,false,287760,1
Only Prettier,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,2,false,189440,1
Dead Flowers,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,3,false,239760,1
Me and Your Cigarettes,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,4,false,144133,1
Maintain the Pain,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,5,false,137533,1
Airstream Song,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,6,false,168293,1
Makin' Plans,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,7,false,230000,1
Time to Get a Gun,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,8,false,235933,1
Somewhere Trouble Don't Go,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,9,false,201773,1
The House That Built Me,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,10,false,236626,1
Love Song,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,11,false,169866,1
Heart Like Mine,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,12,false,177866,1
Sin for a Sin,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,13,false,208200,1
That's the Way That the World Goes 'Round,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,14,false,205400,1
Virginia Bluebell,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,15,false,226600,1
Me and Charlie Talking,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,16,false,251600,1
Bring Me Down,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,17,false,255973,1
Kerosene,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,18,false,185800,1
New Strings,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,19,false,230106,1
Famous In a Small Town,Miranda Lambert - Revolution - 2011 Limited Edition Australian Tour Pack,Miranda-Lambert,20,false,245333,1
White Liar,Revolution,Miranda-Lambert,1,false,287760,1
Only Prettier,Revolution,Miranda-Lambert,2,false,189440,1
Dead Flowers,Revolution,Miranda-Lambert,3,false,239760,1
Me and Your Cigarettes,Revolution,Miranda-Lambert,4,false,144133,1
Maintain the Pain,Revolution,Miranda-Lambert,5,false,137533,1
Airstream Song,Revolution,Miranda-Lambert,6,false,168293,1
Makin' Plans,Revolution,Miranda-Lambert,7,false,230000,1
Time to Get a Gun,Revolution,Miranda-Lambert,8,false,235933,1
Somewhere Trouble Don't Go,Revolution,Miranda-Lambert,9,false,201773,1
The House That Built Me,Revolution,Miranda-Lambert,10,false,236626,1
Love Song,Revolution,Miranda-Lambert,11,false,169866,1
Heart Like Mine,Revolution,Miranda-Lambert,12,false,177866,1
Sin for a Sin,Revolution,Miranda-Lambert,13,false,208200,1
That's the Way That the World Goes 'Round,Revolution,Miranda-Lambert,14,false,205400,1
Virginia Bluebell,Revolution,Miranda-Lambert,15,false,226600,1
Gunpowder & Lead,Crazy Ex-Girlfriend,Miranda-Lambert,1,false,191693,1
Dry Town,Crazy Ex-Girlfriend,Miranda-Lambert,2,false,162600,1
Famous In a Small Town,Crazy Ex-Girlfriend,Miranda-Lambert,3,false,245333,1
Crazy Ex-Girlfriend,Crazy Ex-Girlfriend,Miranda-Lambert,4,true,187573,1
Love Letters,Crazy Ex-Girlfriend,Miranda-Lambert,5,false,165066,1
Desperation,Crazy Ex-Girlfriend,Miranda-Lambert,6,false,211293,1
More Like Her,Crazy Ex-Girlfriend,Miranda-Lambert,7,false,208866,1
Down,Crazy Ex-Girlfriend,Miranda-Lambert,8,false,235040,1
Guilty In Here,Crazy Ex-Girlfriend,Miranda-Lambert,9,false,162626,1
Getting Ready,Crazy Ex-Girlfriend,Miranda-Lambert,10,false,201266,1
Easy from Now On,Crazy Ex-Girlfriend,Miranda-Lambert,11,false,277426,1
Girl Like Me,Crazy Ex-Girlfriend,Miranda-Lambert,12,false,175026,1
Kerosene,Kerosene,Miranda-Lambert,1,false,185800,1
What About Georgia?,Kerosene,Miranda-Lambert,2,false,205866,1
Greyhound Bound for Nowhere,Kerosene,Miranda-Lambert,3,false,263760,1
New Strings,Kerosene,Miranda-Lambert,4,false,230106,1
I Can't Be Bothered,Kerosene,Miranda-Lambert,5,false,200893,1
Bring Me Down,Kerosene,Miranda-Lambert,6,false,255973,1
Me and Charlie Talking,Kerosene,Miranda-Lambert,7,false,251600,1
I Wanna Die,Kerosene,Miranda-Lambert,8,false,226160,1
Love Is Looking for You,Kerosene,Miranda-Lambert,9,false,232240,1
Mama I'm Alright,Kerosene,Miranda-Lambert,10,false,247826,1
There's a Wall,Kerosene,Miranda-Lambert,11,false,255973,1
Love Your Memory,Kerosene,Miranda-Lambert,12,false,227600,1
Actin' Up,Actin' Up,Miranda-Lambert,1,false,205400,1
Strange,Strange,Miranda-Lambert,1,false,211226,1
Y'all Means All - from Season 6 of Queer Eye,Y'all Means All (from Season 6 of Queer Eye),Miranda-Lambert,1,false,156893,1
If I Was a Cowboy,If I Was a Cowboy,Miranda-Lambert,1,false,195013,1
Drunk (And I Don't Wanna Go Home) - Acoustic,Drunk (And I Don't Wanna Go Home) [Acoustic],Miranda-Lambert,1,false,238777,1
Tequila Does - Remix,Tequila Does (Remix),Miranda-Lambert,1,false,209745,1
They've Closed Down the Honky Tonks,They've Closed Down the Honky Tonks,Miranda-Lambert,1,false,226778,1
My Head & My Heart,Heaven & Hell,Ava-Max,1,false,174760,1
H.E.A.V.E.N,Heaven & Hell,Ava-Max,2,false,106183,1
Kings & Queens,Heaven & Hell,Ava-Max,3,false,162398,1
Naked,Heaven & Hell,Ava-Max,4,false,222094,1
Tattoo,Heaven & Hell,Ava-Max,5,false,159459,1
OMG What's Happening,Heaven & Hell,Ava-Max,6,false,179831,1
Call Me Tonight,Heaven & Hell,Ava-Max,7,false,170952,1
Born to the Night,Heaven & Hell,Ava-Max,8,false,199330,1
Torn,Heaven & Hell,Ava-Max,9,false,198005,1
Take You To Hell,Heaven & Hell,Ava-Max,10,false,164537,1
Who's Laughing Now,Heaven & Hell,Ava-Max,11,false,180348,1
Belladonna,Heaven & Hell,Ava-Max,12,false,203429,1
Rumors,Heaven & Hell,Ava-Max,13,false,192397,1
So Am I,Heaven & Hell,Ava-Max,14,false,183026,1
Salt,Heaven & Hell,Ava-Max,15,false,180283,1
Sweet but Psycho,Heaven & Hell,Ava-Max,16,false,187436,1
Maybe You’re The Problem,Maybe You’re The Problem,Ava-Max,1,false,190318,1
The Motto,The Motto (Remixes),Ava-Max,1,false,164818,1
The Motto - Tiësto’s VIP Mix,The Motto (Remixes),Ava-Max,2,false,206160,1
The Motto - Robin Schulz Remix,The Motto (Remixes),Ava-Max,3,false,157426,1
The Motto - Öwnboss Remix,The Motto (Remixes),Ava-Max,4,false,193548,1
The Motto - Nathan Dawe Remix,The Motto (Remixes),Ava-Max,5,false,181436,1
The Motto - Nathan Dawe Remix,The Motto (Nathan Dawe Remix),Ava-Max,1,false,181436,1
The Motto,The Motto (Nathan Dawe Remix),Ava-Max,2,false,164818,1
The Motto - Robin Schulz Remix,The Motto (Robin Schulz Remix),Ava-Max,1,false,157426,1
The Motto,The Motto (Robin Schulz Remix),Ava-Max,2,false,164818,1
The Motto - Tiësto’s VIP Mix,The Motto (Tiësto’s VIP Mix),Ava-Max,1,false,206160,1
The Motto,The Motto (Tiësto’s VIP Mix),Ava-Max,2,false,164818,1
The Motto,The Motto,Ava-Max,1,false,164818,1
Sad Boy (feat. Ava Max & Kylie Cantrall),Sad Boy (feat. Ava Max & Kylie Cantrall),Ava-Max,1,false,141204,1
EveryTime I Cry - Sigala Remix,EveryTime I Cry (Sigala Remix),Ava-Max,1,false,216212,1
EveryTime I Cry,EveryTime I Cry (Sigala Remix),Ava-Max,2,false,177855,1
EveryTime I Cry - R3HAB Remix,EveryTime I Cry (R3HAB Remix),Ava-Max,1,false,191338,1
EveryTime I Cry,EveryTime I Cry (R3HAB Remix),Ava-Max,2,false,177855,1
EveryTime I Cry - Pink Panda Remix,EveryTime I Cry (Pink Panda Remix),Ava-Max,1,false,147522,1
EveryTime I Cry,EveryTime I Cry (Pink Panda Remix),Ava-Max,2,false,177855,1
EveryTime I Cry,EveryTime I Cry,Ava-Max,1,false,177855,1
My Head & My Heart - Claptone Remix,My Head & My Heart (Claptone Remix),Ava-Max,1,false,182450,1
My Head & My Heart - Claptone Remix,My Head & My Heart (Claptone Remix),Ava-Max,1,false,182450,1
My Head & My Heart - Acoustic,My Head & My Heart (Acoustic),Ava-Max,1,false,191679,1
My Head & My Heart,My Head & My Heart (Acoustic),Ava-Max,2,false,174760,1
My Head & My Heart - Acoustic,My Head & My Heart (Acoustic),Ava-Max,1,false,191679,1
My Head & My Heart,My Head & My Heart,Ava-Max,1,false,174760,1
My Head & My Heart - Kastra Remix,My Head & My Heart (Kastra Remix),Ava-Max,1,false,178560,1
My Head & My Heart,My Head & My Heart (Kastra Remix),Ava-Max,2,false,174760,1
My Head & My Heart - Kastra Remix,My Head & My Heart (Kastra Remix),Ava-Max,1,false,178560,1
My Head & My Heart - Jonas Blue Remix,My Head & My Heart (Jonas Blue Remix),Ava-Max,1,false,179512,1
My Head & My Heart,My Head & My Heart (Jonas Blue Remix),Ava-Max,2,false,174760,1
Hacia Dentro,El Renacimiento,Carla-Morrison,1,false,231600,1
Diamantes,El Renacimiento,Carla-Morrison,2,false,197853,1
Una Foto,El Renacimiento,Carla-Morrison,3,false,156970,1
Te Perdí,El Renacimiento,Carla-Morrison,4,false,217551,1
Ansiedad,El Renacimiento,Carla-Morrison,5,false,226595,1
Soñar,El Renacimiento,Carla-Morrison,6,false,171109,1
No Me Llames,El Renacimiento,Carla-Morrison,7,false,190892,1
Obra de Arte,El Renacimiento,Carla-Morrison,8,false,170926,1
Divino,El Renacimiento,Carla-Morrison,9,false,234231,1
Contigo,El Renacimiento,Carla-Morrison,10,false,237466,1
Encontrarme,El Renacimiento,Carla-Morrison,11,false,281339,1
Un Beso,Amor Supremo (Desnudo),Carla-Morrison,1,false,261614,1
Flor Que Nunca Fui,Amor Supremo (Desnudo),Carla-Morrison,2,false,240677,1
Vez Primera,Amor Supremo (Desnudo),Carla-Morrison,3,false,301094,1
Azúcar Morena,Amor Supremo (Desnudo),Carla-Morrison,4,false,277168,1
No Vuelvo Jamás,Amor Supremo (Desnudo),Carla-Morrison,5,false,296626,1
Cercanía,Amor Supremo (Desnudo),Carla-Morrison,6,false,257676,1
Devuélvete,Amor Supremo (Desnudo),Carla-Morrison,7,false,254749,1
Mi Secreto,Amor Supremo (Desnudo),Carla-Morrison,8,false,233423,1
Tierra Ajena,Amor Supremo (Desnudo),Carla-Morrison,9,false,323186,1
Yo Vivo Para Ti,Amor Supremo (Desnudo),Carla-Morrison,10,false,288236,1
Tú Atacas,Amor Supremo (Desnudo),Carla-Morrison,11,false,348998,1
Dime Mentiras,Amor Supremo (Desnudo),Carla-Morrison,12,false,290410,1
Mil Años,Amor Supremo (Desnudo),Carla-Morrison,13,false,283168,1
Te Regalo,Amor Supremo (Desnudo),Carla-Morrison,14,false,242446,1
Todo Pasa,Amor Supremo (Desnudo),Carla-Morrison,15,false,335419,1
Un Beso,Amor Supremo,Carla-Morrison,1,false,259006,1
Flor Que Nunca Fui,Amor Supremo,Carla-Morrison,2,false,271314,1
Vez Primera,Amor Supremo,Carla-Morrison,3,false,299870,1
Azúcar Morena,Amor Supremo,Carla-Morrison,4,false,277569,1
No Vuelvo Jamás,Amor Supremo,Carla-Morrison,5,false,288614,1
Cercanía,Amor Supremo,Carla-Morrison,6,false,292313,1
Devuélvete,Amor Supremo,Carla-Morrison,7,false,237592,1
Mi Secreto,Amor Supremo,Carla-Morrison,8,false,270580,1
Tierra Ajena,Amor Supremo,Carla-Morrison,9,false,308159,1
Yo Vivo Para Ti,Amor Supremo,Carla-Morrison,10,false,305720,1
Tú Atacas,Amor Supremo,Carla-Morrison,11,false,349776,1
Mil Años,Amor Supremo,Carla-Morrison,12,false,264327,1
Todo Pasa,Amor Supremo,Carla-Morrison,13,false,344995,1
Apague Mi Mente,Déjenme Llorar (Deluxe Edition),Carla-Morrison,1,false,223560,1
Me Encanta,Déjenme Llorar (Deluxe Edition),Carla-Morrison,2,false,246226,1
No Quise Mirar,Déjenme Llorar (Deluxe Edition),Carla-Morrison,3,false,226160,1
Duele,Déjenme Llorar (Deluxe Edition),Carla-Morrison,4,false,192360,1
Maleza,Déjenme Llorar (Deluxe Edition),Carla-Morrison,5,false,233586,1
Eres Tú,Déjenme Llorar (Deluxe Edition),Carla-Morrison,6,false,230253,1
Tu Orgullo,Déjenme Llorar (Deluxe Edition),Carla-Morrison,7,false,210933,1
Olvidé,Déjenme Llorar (Deluxe Edition),Carla-Morrison,8,false,289693,1
Hasta la Piel,Déjenme Llorar (Deluxe Edition),Carla-Morrison,9,false,243626,1
Disfruto,Déjenme Llorar (Deluxe Edition),Carla-Morrison,10,false,246973,1
