songName,albumName,artistName,trackNumber,isExplicit,durationMS,discNumber
Winning,Libertad 548,Pitbull,1,true,215786,1
No Lo Trates,Libertad 548,Pitbull,2,false,198453,1
3 to Tango,Libertad 548,Pitbull,3,true,222252,1
Moviéndolo,Libertad 548,Pitbull,4,false,171226,1
Happy Mama Day,Libertad 548,Pitbull,5,false,176893,1
Get Ready,Libertad 548,Pitbull,6,false,214613,1
Cinco De Mayo,Libertad 548,Pitbull,7,false,227920,1
Mala,Libertad 548,Pitbull,8,false,173693,1
Mueve La Cintura,Libertad 548,Pitbull,9,false,193266,1
Me Quedaré Contigo,Libertad 548,Pitbull,10,false,226773,1
Se La Vi,Libertad 548,Pitbull,11,true,235546,1
Tell Me Again,Libertad 548,Pitbull,12,false,211653,1
No Se Lleva Nada,Libertad 548,Pitbull,13,true,175400,1
Ocupado,Libertad 548,Pitbull,14,false,251133,1
Cantare,Libertad 548,Pitbull,15,false,184653,1
So Sorry,Gotti (Original Motion Picture Soundtrack),Pitbull,1,true,147066,1
Father & Son,Gotti (Original Motion Picture Soundtrack),Pitbull,2,false,390333,1
Carpe Diem,Gotti (Original Motion Picture Soundtrack),Pitbull,3,false,237573,1
Amore,Gotti (Original Motion Picture Soundtrack),Pitbull,4,true,198306,1
Don't Say Another Word,Gotti (Original Motion Picture Soundtrack),Pitbull,5,false,44306,1
The Meeting,Gotti (Original Motion Picture Soundtrack),Pitbull,6,false,54933,1
Enough,Gotti (Original Motion Picture Soundtrack),Pitbull,7,false,51146,1
Father,Gotti (Original Motion Picture Soundtrack),Pitbull,8,false,246826,1
Advice,Gotti (Original Motion Picture Soundtrack),Pitbull,9,false,34320,1
Somebody To Be,Gotti (Original Motion Picture Soundtrack),Pitbull,10,false,312426,1
The Mistake,Gotti (Original Motion Picture Soundtrack),Pitbull,11,false,103866,1
Still Here,Gotti (Original Motion Picture Soundtrack),Pitbull,12,false,112386,1
I Know You Know,Gotti (Original Motion Picture Soundtrack),Pitbull,13,false,89840,1
Cosa Nostra,Gotti (Original Motion Picture Soundtrack),Pitbull,14,false,100040,1
The Decision,Gotti (Original Motion Picture Soundtrack),Pitbull,15,false,56853,1
The Plot,Gotti (Original Motion Picture Soundtrack),Pitbull,16,false,279240,1
The Shelf,Gotti (Original Motion Picture Soundtrack),Pitbull,17,false,73640,1
The Trial,Gotti (Original Motion Picture Soundtrack),Pitbull,18,false,71093,1
Mourning,Gotti (Original Motion Picture Soundtrack),Pitbull,19,false,73826,1
Sunbeam (feat. Pitbull) [EDM Mix],Sunbeam (feat. Pitbull),Pitbull,1,false,240000,1
Sunbeam (Deep Mix) [feat. Pitbull],Sunbeam (feat. Pitbull),Pitbull,2,false,194754,1
Sunbeam (feat. Pitbull) [EDM Mix No Rap],Sunbeam (feat. Pitbull),Pitbull,3,false,225000,1
Sunbeam (feat. Pitbull) [Deep Mix No Rap],Sunbeam (feat. Pitbull),Pitbull,4,false,177049,1
Sunbeam (feat. Pitbull)[EDM Mix Extended],Sunbeam (feat. Pitbull),Pitbull,5,false,180720,1
Sunbeam (feat. Pitbull) [Deep Mix Extended],Sunbeam (feat. Pitbull),Pitbull,6,false,291147,1
Sunbeam (feat. Pitbull) [EDM Mix Extended No Rap],Sunbeam (feat. Pitbull),Pitbull,7,false,294375,1
Sunbeam (feat. Pitbull) [Deep Mix Extended No Rap],Sunbeam (feat. Pitbull),Pitbull,8,false,275409,1
Sparks Fly (feat. Pitbull) [Deep Mix Edit],Sparks Fly (feat. Pitbull),Pitbull,1,false,193548,1
Sparks Fly (feat Pitbull)[BigBeat EDM Mix Edit],Sparks Fly (feat. Pitbull),Pitbull,2,false,219374,1
Sparks Fly (feat. Pitbull) [ADroiD Remix],Sparks Fly (feat. Pitbull),Pitbull,3,false,235642,1
Sparks Fly (feat. Pitbull) [Lotus Radio Edit],Sparks Fly (feat. Pitbull),Pitbull,4,false,224531,1
Sparks Fly (feat. Pitbull) [Deep Mix Extended],Sparks Fly (feat. Pitbull),Pitbull,5,false,202253,1
Sparks Fly (feat. Pitbull) [BigBeat EDM Mix Extended],Sparks Fly (feat. Pitbull),Pitbull,6,false,305316,1
Sparks Fly (feat. Pitbull) [Lotus Extended Mix],Sparks Fly (feat. Pitbull),Pitbull,7,false,346471,1
We Are Strong (feat. Kiesza),Climate Change,Pitbull,1,false,216986,1
Bad Man (feat. Robin Thicke Joe Perry & Travis Barker),Climate Change,Pitbull,2,false,215080,1
Greenlight (feat. Flo Rida & LunchMoney Lewis),Climate Change,Pitbull,3,false,245360,1
Messin' Around (with Enrique Iglesias),Climate Change,Pitbull,4,true,222693,1
Better On Me (feat. Ty Dolla $ign),Climate Change,Pitbull,5,true,227946,1
Sexy Body,Climate Change,Pitbull,6,false,223906,1
Freedom,Climate Change,Pitbull,7,false,175320,1
Options (feat. Stephen Marley),Climate Change,Pitbull,8,true,239760,1
Educate Ya (feat. Jason Derulo),Climate Change,Pitbull,9,false,213706,1
Only Ones To Know (feat. Leona Lewis),Climate Change,Pitbull,10,true,230933,1
Dedicated (feat. R. Kelly & Austin Mahone),Climate Change,Pitbull,11,false,236480,1
Can't Have (feat. Steven A. Clark & Ape Drums),Climate Change,Pitbull,12,true,215106,1
We Are Strong (feat. Kiesza),Climate Change,Pitbull,1,false,216986,1
Bad Man (feat. Robin Thicke Joe Perry & Travis Barker),Climate Change,Pitbull,2,false,215080,1
Greenlight (feat. Flo Rida & LunchMoney Lewis),Climate Change,Pitbull,3,false,245360,1
Messin' Around (with Enrique Iglesias),Climate Change,Pitbull,4,false,222693,1
Better On Me (feat. Ty Dolla $ign),Climate Change,Pitbull,5,false,227946,1
Sexy Body,Climate Change,Pitbull,6,false,223906,1
Freedom,Climate Change,Pitbull,7,false,175320,1
Options (feat. Stephen Marley),Climate Change,Pitbull,8,false,239760,1
Educate Ya (feat. Jason Derulo),Climate Change,Pitbull,9,false,213706,1
Only Ones To Know (feat. Leona Lewis),Climate Change,Pitbull,10,false,230933,1
Dedicated (feat. R. Kelly & Austin Mahone),Climate Change,Pitbull,11,false,236480,1
Can't Have (feat. Steven A. Clark & Ape Drums),Climate Change,Pitbull,12,false,215106,1
Piensas (Dile la Verdad),Dale,Pitbull,1,false,226640,1
Como Yo Le Doy - Spanglish Version,Dale,Pitbull,2,false,262706,1
El Taxi - Radio Edit,Dale,Pitbull,3,false,240906,1
Yo Quiero (Si Tu Te Enamoras),Dale,Pitbull,4,false,208106,1
El Party,Dale,Pitbull,5,false,235973,1
Mami Mami,Dale,Pitbull,6,false,212040,1
Baddest Girl In Town,Dale,Pitbull,7,false,183906,1
Chi Chi Bon Bon,Dale,Pitbull,8,false,217160,1
Haciendo Ruido,Dale,Pitbull,9,false,188800,1
Hoy Se Bebe,Dale,Pitbull,10,false,216866,1
No Puedo Más,Dale,Pitbull,11,false,225933,1
Que Lo Que,Dale,Pitbull,12,false,223960,1
Piensas (Dile la Verdad),Dale,Pitbull,1,false,226640,1
Como Yo Le Doy - Spanglish Version,Dale,Pitbull,2,false,262706,1
El Taxi,Dale,Pitbull,3,false,249800,1
Yo Quiero (Si Tu Te Enamoras),Dale,Pitbull,4,false,208106,1
El Party,Dale,Pitbull,5,false,235973,1
Mami Mami,Dale,Pitbull,6,false,212040,1
Baddest Girl In Town,Dale,Pitbull,7,false,183906,1
Chi Chi Bon Bon,Dale,Pitbull,8,false,217160,1
Haciendo Ruido,Dale,Pitbull,9,false,188800,1
Hoy Se Bebe,Dale,Pitbull,10,false,216866,1
No Puedo Más,Dale,Pitbull,11,false,225933,1
Que Lo Que,Dale,Pitbull,12,false,223960,1
Piensas (Dile la Verdad),Dale,Pitbull,1,false,226640,1
Como Yo Le Doy - Spanglish Version,Dale,Pitbull,2,false,262706,1
El Taxi,Dale,Pitbull,3,false,249800,1
Yo Quiero (Si Tu Te Enamoras),Dale,Pitbull,4,false,208106,1
El Party,Dale,Pitbull,5,false,235973,1
Mami Mami,Dale,Pitbull,6,false,212040,1
Baddest Girl In Town,Dale,Pitbull,7,false,183906,1
Chi Chi Bon Bon,Dale,Pitbull,8,false,217160,1
Haciendo Ruido,Dale,Pitbull,9,false,188800,1
Hoy Se Bebe,Dale,Pitbull,10,false,216866,1
No Puedo Más,Dale,Pitbull,11,false,225933,1
Que Lo Que,Dale,Pitbull,12,false,223960,1
Ah Leke (feat. Sean Paul),Globalization,Pitbull,1,true,184360,1
Fun (feat. Chris Brown),Globalization,Pitbull,2,false,202306,1
Fireball (feat. John Ryan),Globalization,Pitbull,3,false,236200,1
Time of Our Lives,Globalization,Pitbull,4,true,229360,1
Celebrate (From the Original Motion Picture "Penguins of Madagascar"),Globalization,Pitbull,5,false,192826,1
Sexy Beaches (feat. Chloe Angelides),Globalization,Pitbull,6,false,237200,1
Day Drinking (feat. Heymous Molly),Globalization,Pitbull,7,true,188840,1
Drive You Crazy (feat. Jason Derulo & Juicy J),Globalization,Pitbull,8,true,230360,1
Wild Wild Love (feat. G.R.L.),Globalization,Pitbull,9,false,203160,1
This Is Not A Drill (feat. Bebe Rexha),Globalization,Pitbull,10,true,204960,1
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Globalization,Pitbull,11,false,222520,1
Fireball (feat. John Ryan) - Jump Smokers Remix,Globalization,Pitbull,12,false,211866,1
Fireball (feat. John Ryan) - DJ Noodles Remix,Globalization,Pitbull,13,false,211080,1
Ah Leke (feat. Sean Paul),Globalization,Pitbull,1,true,184360,1
Fun (feat. Chris Brown),Globalization,Pitbull,2,false,202306,1
Fireball (feat. John Ryan),Globalization,Pitbull,3,false,236200,1
Time of Our Lives,Globalization,Pitbull,4,true,229360,1
Celebrate (From the Original Motion Picture "Penguins of Madagascar"),Globalization,Pitbull,5,false,192826,1
Sexy Beaches (feat. Chloe Angelides),Globalization,Pitbull,6,false,237200,1
Day Drinking (feat. Heymous Molly),Globalization,Pitbull,7,true,188840,1
Drive You Crazy (feat. Jason Derulo & Juicy J),Globalization,Pitbull,8,true,230360,1
Wild Wild Love (feat. G.R.L.),Globalization,Pitbull,9,false,203160,1
This Is Not A Drill (feat. Bebe Rexha),Globalization,Pitbull,10,true,204960,1
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Globalization,Pitbull,11,false,222520,1
Ah Leke (feat. Sean Paul),Globalization,Pitbull,1,false,184453,1
Fun (feat. Chris Brown),Globalization,Pitbull,2,false,202240,1
Fireball (feat. John Ryan),Globalization,Pitbull,3,false,234946,1
Time of Our Lives,Globalization,Pitbull,4,false,229346,1
Celebrate (From the Original Motion Picture "Penguins of Madagascar"),Globalization,Pitbull,5,false,192680,1
Sexy Beaches (feat. Chloe Angelides),Globalization,Pitbull,6,false,237333,1
Day Drinking (feat. Heymous Molly),Globalization,Pitbull,7,false,188853,1
Drive You Crazy (feat. Jason Derulo & Juicy J),Globalization,Pitbull,8,false,229226,1
Wild Wild Love (feat. G.R.L.),Globalization,Pitbull,9,false,203040,1
This Is Not A Drill (feat. Bebe Rexha),Globalization,Pitbull,10,false,205120,1
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Globalization,Pitbull,11,false,222560,1
Global Warming (feat. Sensato),Global Warming: Meltdown (Deluxe Version),Pitbull,1,true,85400,1
Don't Stop the Party (feat. TJR),Global Warming: Meltdown (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming: Meltdown (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming: Meltdown (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming: Meltdown (Deluxe Version),Pitbull,6,true,243160,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming: Meltdown (Deluxe Version),Pitbull,7,false,196920,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming: Meltdown (Deluxe Version),Pitbull,8,false,244920,1
Outta Nowhere (feat. Danny Mercer),Global Warming: Meltdown (Deluxe Version),Pitbull,9,true,206800,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming: Meltdown (Deluxe Version),Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming: Meltdown (Deluxe Version),Pitbull,11,true,219600,1
I'm Off That,Global Warming: Meltdown (Deluxe Version),Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming: Meltdown (Deluxe Version),Pitbull,13,false,196440,1
Everybody Fucks (feat. Akon & David Rush),Global Warming: Meltdown (Deluxe Version),Pitbull,14,true,257613,1
Get It Started (feat. Shakira),Global Warming: Meltdown (Deluxe Version),Pitbull,15,false,245920,1
11:59 (feat. Vein),Global Warming: Meltdown (Deluxe Version),Pitbull,16,true,217773,1
Get It Started (feat. Shakira) - Jump Smokers Radio Mix,Global Warming: Meltdown (Deluxe Version),Pitbull,17,false,253560,1
Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,18,false,204280,1
That High (feat. Kelly Rowland),Global Warming: Meltdown (Deluxe Version),Pitbull,19,false,194160,1
Do It (feat. Mayer Hawthorne),Global Warming: Meltdown (Deluxe Version),Pitbull,20,false,220720,1
Global Warming (feat. Sensato),Global Warming,Pitbull,1,true,85400,1
Don't Stop the Party (feat. TJR),Global Warming,Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming,Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming,Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming,Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming,Pitbull,6,true,243160,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming,Pitbull,7,false,196920,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming,Pitbull,8,false,244920,1
Outta Nowhere (feat. Danny Mercer),Global Warming,Pitbull,9,true,206800,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming,Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming,Pitbull,11,true,219600,1
I'm Off That,Global Warming,Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming,Pitbull,13,false,196440,1
Everybody Fucks (feat. Akon & David Rush),Global Warming,Pitbull,14,true,257613,1
Get It Started (feat. Shakira),Global Warming,Pitbull,15,false,245920,1
11:59 (feat. Vein),Global Warming,Pitbull,16,true,217773,1
Get It Started (feat. Shakira) - Jump Smokers Radio Mix,Global Warming,Pitbull,17,false,253560,1
Global Warming,Global Warming (Deluxe Version),Pitbull,1,true,85400,1
Don't Stop The Party,Global Warming (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment,Global Warming (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again,Global Warming (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over,Global Warming (Deluxe Version),Pitbull,6,true,243160,1
Drinks For You (Ladies Anthem),Global Warming (Deluxe Version),Pitbull,7,false,196920,1
Have Some Fun,Global Warming (Deluxe Version),Pitbull,8,false,244920,1
Outta Nowhere,Global Warming (Deluxe Version),Pitbull,9,true,206800,1
Tchu Tchu Tcha,Global Warming (Deluxe Version),Pitbull,10,false,205800,1
Last Night,Global Warming (Deluxe Version),Pitbull,11,true,219600,1
I'm Off That,Global Warming (Deluxe Version),Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba),Global Warming (Deluxe Version),Pitbull,13,false,196440,1
Everybody Fucks,Global Warming (Deluxe Version),Pitbull,14,true,257613,1
Get It Started,Global Warming (Deluxe Version),Pitbull,15,false,245920,1
11:59,Global Warming (Deluxe Version),Pitbull,16,true,217680,1
Rain Over Me,Global Warming (Deluxe Version),Pitbull,17,false,231573,1
International Love,Global Warming (Deluxe Version),Pitbull,18,false,229133,1
Hotel Room Service,Global Warming (Deluxe Version),Pitbull,19,false,238506,1
Give Me Everything,Global Warming (Deluxe Version),Pitbull,20,false,256133,1
Global Warming (feat. Sensato),Global Warming (Deluxe Version),Pitbull,1,true,85400,1
Don't Stop the Party (feat. TJR),Global Warming (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming (Deluxe Version),Pitbull,6,true,243160,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming (Deluxe Version),Pitbull,7,false,196920,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming (Deluxe Version),Pitbull,8,false,244933,1
Outta Nowhere (feat. Danny Mercer),Global Warming (Deluxe Version),Pitbull,9,true,206800,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming (Deluxe Version),Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming (Deluxe Version),Pitbull,11,true,219600,1
I'm Off That,Global Warming (Deluxe Version),Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming (Deluxe Version),Pitbull,13,false,196440,1
Everybody Fucks (feat. Akon & David Rush),Global Warming (Deluxe Version),Pitbull,14,true,257613,1
Get It Started (feat. Shakira),Global Warming (Deluxe Version),Pitbull,15,false,245920,1
11:59 (feat. Vein),Global Warming (Deluxe Version),Pitbull,16,true,217680,1
Global Warming (feat. Sensato),Global Warming (Deluxe Version),Pitbull,1,false,85400,1
Don't Stop the Party (feat. TJR),Global Warming (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming (Deluxe Version),Pitbull,6,false,243226,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming (Deluxe Version),Pitbull,7,false,196853,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming (Deluxe Version),Pitbull,8,false,244933,1
Outta Nowhere (feat. Danny Mercer),Global Warming (Deluxe Version),Pitbull,9,false,206786,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming (Deluxe Version),Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming (Deluxe Version),Pitbull,11,false,219600,1
I'm Off That,Global Warming (Deluxe Version),Pitbull,12,false,197586,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming (Deluxe Version),Pitbull,13,false,196373,1
Everybody F**ks (feat. Akon & David Rush),Global Warming (Deluxe Version),Pitbull,14,false,257573,1
Get It Started (feat. Shakira),Global Warming (Deluxe Version),Pitbull,15,false,245960,1
11:59 (feat. Vein),Global Warming (Deluxe Version),Pitbull,16,false,217680,1
Global Warming (feat. Sensato),Global Warming (Deluxe Version),Pitbull,1,false,85400,1
Don't Stop the Party (feat. TJR),Global Warming (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming (Deluxe Version),Pitbull,6,false,243226,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming (Deluxe Version),Pitbull,7,false,196853,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming (Deluxe Version),Pitbull,8,false,244933,1
Outta Nowhere (feat. Danny Mercer),Global Warming (Deluxe Version),Pitbull,9,false,206786,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming (Deluxe Version),Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming (Deluxe Version),Pitbull,11,false,219600,1
I'm Off That,Global Warming (Deluxe Version),Pitbull,12,false,197586,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming (Deluxe Version),Pitbull,13,false,196373,1
Everybody F**ks (feat. Akon & David Rush),Global Warming (Deluxe Version),Pitbull,14,false,257573,1
Get It Started (feat. Shakira),Global Warming (Deluxe Version),Pitbull,15,false,245960,1
11:59 (feat. Vein),Global Warming (Deluxe Version),Pitbull,16,false,217680,1
Global Warming (feat. Sensato),Global Warming,Pitbull,1,true,85400,1
Don't Stop the Party (feat. TJR),Global Warming,Pitbull,2,false,206120,1
Feel This Moment (feat. Christina Aguilera),Global Warming,Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming,Pitbull,4,false,207440,1
Hope We Meet Again (feat. Chris Brown),Global Warming,Pitbull,5,false,221133,1
Party Ain't Over (feat. Usher & Afrojack),Global Warming,Pitbull,6,true,243160,1
Drinks for You (Ladies Anthem) (feat. J. Lo),Global Warming,Pitbull,7,false,196920,1
Have Some Fun (feat. The Wanted & Afrojack),Global Warming,Pitbull,8,false,244920,1
Outta Nowhere (feat. Danny Mercer),Global Warming,Pitbull,9,true,206800,1
Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming,Pitbull,10,false,205800,1
Last Night (feat. Afrojack & Havana Brown),Global Warming,Pitbull,11,true,219600,1
I'm Off That,Global Warming,Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming,Pitbull,13,false,196440,1
Everybody Fucks (feat. Akon & David Rush),Global Warming,Pitbull,14,true,257613,1
Get It Started (feat. Shakira),Global Warming,Pitbull,15,false,245920,1
11:59 (feat. Vein),Global Warming,Pitbull,16,true,217680,1
Rain Over Me (feat. Marc Anthony) - Benny Benassi Remix,Global Warming,Pitbull,17,false,316480,1
International Love (feat. Chris Brown) - Jump Smokers Extended Mix,Global Warming,Pitbull,18,false,309626,1
Global Warming,Global Warming (Deluxe Version),Pitbull,1,true,85400,1
Don't Stop The Party,Global Warming (Deluxe Version),Pitbull,2,false,206120,1
Feel This Moment,Global Warming (Deluxe Version),Pitbull,3,false,229506,1
Back in Time - featured in "Men In Black 3",Global Warming (Deluxe Version),Pitbull,4,false,207440,1
Hope We Meet Again,Global Warming (Deluxe Version),Pitbull,5,false,221133,1
Party Ain't Over,Global Warming (Deluxe Version),Pitbull,6,true,243160,1
Drinks For You (Ladies Anthem),Global Warming (Deluxe Version),Pitbull,7,false,196920,1
Have Some Fun,Global Warming (Deluxe Version),Pitbull,8,false,244920,1
Outta Nowhere,Global Warming (Deluxe Version),Pitbull,9,true,206800,1
Tchu Tchu Tcha,Global Warming (Deluxe Version),Pitbull,10,false,205800,1
Last Night,Global Warming (Deluxe Version),Pitbull,11,true,219600,1
I'm Off That,Global Warming (Deluxe Version),Pitbull,12,true,197520,1
Echa Pa'lla (Manos Pa'rriba),Global Warming (Deluxe Version),Pitbull,13,false,196440,1
Everybody Fucks,Global Warming (Deluxe Version),Pitbull,14,true,257613,1
Get It Started,Global Warming (Deluxe Version),Pitbull,15,false,245920,1
11:59,Global Warming (Deluxe Version),Pitbull,16,true,217680,1
Rain Over Me,Global Warming (Deluxe Version),Pitbull,17,false,231573,1
International Love,Global Warming (Deluxe Version),Pitbull,18,false,229133,1
Hotel Room Service,Global Warming (Deluxe Version),Pitbull,19,false,238506,1
Give Me Everything,Global Warming (Deluxe Version),Pitbull,20,false,256133,1
712PM,I NEVER LIKED YOU,Future,1,true,173186,1
I'M DAT N****,I NEVER LIKED YOU,Future,2,true,271840,1
KEEP IT BURNIN (feat. Kanye West),I NEVER LIKED YOU,Future,3,true,207213,1
FOR A NUT (feat. Gunna & Young Thug),I NEVER LIKED YOU,Future,4,true,207933,1
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,5,true,172933,1
GOLD STACKS,I NEVER LIKED YOU,Future,6,true,162333,1
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,7,true,189893,1
LOVE YOU BETTER,I NEVER LIKED YOU,Future,8,true,129479,1
MASSAGING ME,I NEVER LIKED YOU,Future,9,true,106133,1
CHICKENS (feat. EST Gee),I NEVER LIKED YOU,Future,10,true,195266,1
WE JUS WANNA GET HIGH,I NEVER LIKED YOU,Future,11,true,133133,1
VOODOO (feat. Kodak Black),I NEVER LIKED YOU,Future,12,true,211133,1
HOLY GHOST,I NEVER LIKED YOU,Future,13,true,170266,1
THE WAY THINGS GOING,I NEVER LIKED YOU,Future,14,true,179493,1
I'M ON ONE (feat. Drake),I NEVER LIKED YOU,Future,15,true,236186,1
BACK TO THE BASICS,I NEVER LIKED YOU,Future,16,true,177026,1
NO SECURITY (feat. BabyFace Ray),I NEVER LIKED YOU,Future,17,true,161066,1
LIKE ME (feat. 42 Dugg & Lil Baby),I NEVER LIKED YOU,Future,18,true,132986,1
AFFILIATED (feat. Lil Durk),I NEVER LIKED YOU,Future,19,true,183466,1
STAYED DOWN (feat. Young Scooter),I NEVER LIKED YOU,Future,20,true,171760,1
712PM,I NEVER LIKED YOU,Future,1,true,173186,1
I'M DAT N****,I NEVER LIKED YOU,Future,2,true,271840,1
KEEP IT BURNIN (feat. Kanye West),I NEVER LIKED YOU,Future,3,true,207213,1
FOR A NUT (feat. Gunna & Young Thug),I NEVER LIKED YOU,Future,4,true,207933,1
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,5,true,172933,1
GOLD STACKS,I NEVER LIKED YOU,Future,6,true,162333,1
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,7,true,189893,1
LOVE YOU BETTER,I NEVER LIKED YOU,Future,8,true,129479,1
MASSAGING ME,I NEVER LIKED YOU,Future,9,true,106133,1
CHICKENS (feat. EST Gee),I NEVER LIKED YOU,Future,10,true,195266,1
WE JUS WANNA GET HIGH,I NEVER LIKED YOU,Future,11,true,133133,1
VOODOO (feat. Kodak Black),I NEVER LIKED YOU,Future,12,true,211133,1
HOLY GHOST,I NEVER LIKED YOU,Future,13,true,170266,1
THE WAY THINGS GOING,I NEVER LIKED YOU,Future,14,true,179493,1
I'M ON ONE (feat. Drake),I NEVER LIKED YOU,Future,15,true,236186,1
BACK TO THE BASICS,I NEVER LIKED YOU,Future,16,true,177026,1
712PM,I NEVER LIKED YOU,Future,1,false,173186,1
I'M DAT N****,I NEVER LIKED YOU,Future,2,false,271840,1
KEEP IT BURNIN (feat. Kanye West),I NEVER LIKED YOU,Future,3,false,207213,1
FOR A NUT (feat. Gunna & Young Thug),I NEVER LIKED YOU,Future,4,false,207933,1
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,5,false,172933,1
GOLD STACKS,I NEVER LIKED YOU,Future,6,false,162333,1
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,7,false,189893,1
LOVE YOU BETTER,I NEVER LIKED YOU,Future,8,false,129479,1
MASSAGING ME,I NEVER LIKED YOU,Future,9,false,106133,1
CHICKENS (feat. EST Gee),I NEVER LIKED YOU,Future,10,false,195266,1
WE JUS WANNA GET HIGH,I NEVER LIKED YOU,Future,11,false,133133,1
VOODOO (feat. Kodak Black),I NEVER LIKED YOU,Future,12,false,211133,1
HOLY GHOST,I NEVER LIKED YOU,Future,13,false,170266,1
